"행정구역","2022년06월_남_총인구수","2022년06월_남_연령구간인구수","2022년06월_남_0~9세","2022년06월_남_10~19세","2022년06월_남_20~29세","2022년06월_남_30~39세","2022년06월_남_40~49세","2022년06월_남_50~59세","2022년06월_남_60~69세","2022년06월_남_70~79세","2022년06월_남_80~89세","2022년06월_남_90~99세","2022년06월_남_100세 이상","2022년06월_여_총인구수","2022년06월_여_연령구간인구수","2022년06월_여_0~9세","2022년06월_여_10~19세","2022년06월_여_20~29세","2022년06월_여_30~39세","2022년06월_여_40~49세","2022년06월_여_50~59세","2022년06월_여_60~69세","2022년06월_여_70~79세","2022년06월_여_80~89세","2022년06월_여_90~99세","2022년06월_여_100세 이상"
"서울특별시 서초구 서초2동(1165052000)","12,661","12,661","1,130","1,286","1,577","2,286","2,323","1,785","1,263","724","259","25","3","13,882","13,882","1,159","1,196","1,910","2,726","2,602","1,794","1,397","786","254","54","4"
"서울특별시 서초구 서초3동(1165053000)","15,342","15,342","870","1,553","2,383","2,492","2,295","2,465","1,777","1,081","384","37","5","16,822","16,822","841","1,177","2,990","2,899","2,665","2,555","1,991","1,125","472","100","7"
"서울특별시 서초구 서초4동(1165053100)","14,927","14,927","1,408","2,153","1,691","1,382","2,817","2,608","1,490","915","412","50","1","15,659","15,659","1,277","1,972","1,726","1,887","3,230","2,398","1,648","1,022","410","83","6"
"서울특별시 서초구 잠원동(1165054000)","12,815","12,815","957","1,754","1,646","1,465","2,293","2,375","1,402","647","246","28","2","13,796","13,796","882","1,639","1,715","1,813","2,757","2,275","1,506","766","361","75","7"
"서울특별시 서초구 반포본동(1165055000)","183","183","8","25","13","11","34","42","23","17","9","1","0","208","208","11","30","24","15","44","36","19","19","6","0","4"
"서울특별시 서초구 반포1동(1165056000)","16,733","16,733","1,629","1,969","1,940","2,529","3,494","2,506","1,518","861","264","23","0","17,704","17,704","1,540","1,973","2,249","2,935","3,641","2,153","1,808","962","348","88","7"
"서울특별시 서초구 반포2동(1165057000)","7,476","7,476","846","1,404","645","475","1,567","1,274","654","423","174","10","4","8,245","8,245","755","1,451","702","771","1,963","1,082","736","541","201","40","3"
"서울특별시 서초구 반포3동(1165058000)","10,411","10,411","932","1,551","1,156","1,027","1,923","1,896","1,043","601","254","27","1","11,464","11,464","847","1,487","1,157","1,270","2,451","1,815","1,231","777","348","73","8"
"서울특별시 서초구 반포4동(1165058100)","8,955","8,955","797","1,142","1,047","1,055","1,600","1,418","1,056","601","211","27","1","10,103","10,103","750","1,111","1,092","1,326","1,975","1,570","1,267","681","264","66","1"
"서울특별시 서초구 방배본동(1165059000)","9,554","9,554","674","1,290","1,172","995","1,689","1,739","1,090","590","280","34","1","11,136","11,136","650","1,490","1,372","1,303","2,103","1,768","1,242","744","391","67","6"
"서울특별시 서초구 방배1동(1165060000)","7,879","7,879","550","686","1,105","1,254","1,275","1,143","973","612","248","29","4","8,909","8,909","513","632","1,167","1,526","1,486","1,335","1,183","736","279","51","1"
"서울특별시 서초구 방배2동(1165061000)","8,742","8,742","537","777","1,225","1,265","1,376","1,308","1,236","743","255","20","0","9,918","9,918","513","765","1,203","1,537","1,564","1,560","1,528","881","299","62","6"
"서울특별시 서초구 방배3동(1165062000)","8,829","8,829","641","924","1,102","1,083","1,321","1,421","1,307","723","276","31","0","9,493","9,493","622","882","1,068","1,222","1,567","1,577","1,414","769","296","72","4"
"서울특별시 서초구 방배4동(1165062100)","10,587","10,587","714","1,258","1,281","1,414","1,887","1,787","1,164","709","349","24","0","12,650","12,650","757","1,437","1,627","1,797","2,367","1,935","1,350","901","402","76","1"
"서울특별시 서초구 양재1동(1165065100)","20,401","20,401","1,615","2,259","2,471","2,967","3,583","3,035","2,546","1,427","442","56","0","22,326","22,326","1,559","2,151","2,544","3,172","3,821","3,317","3,212","1,692","674","176","8"
"서울특별시 서초구 양재2동(1165065200)","10,910","10,910","657","784","1,670","2,183","1,833","1,658","1,279","643","189","14","0","10,858","10,858","553","756","1,582","2,009","1,800","1,685","1,432","721","254","64","2"
"서울특별시 서초구 내곡동(1165066000)","8,476","8,476","878","691","957","1,062","1,531","1,168","1,189","741","232","26","1","9,030","9,030","846","674","878","1,291","1,513","1,283","1,390","761","332","60","2"
"서울특별시 강남구 (1168000000)","254,333","254,333","17,272","30,875","33,052","35,335","44,709","41,588","28,263","16,826","5,833","562","18","277,444","277,444","16,266","28,396","36,551","41,047","52,548","41,276","33,063","19,154","7,377","1,682","84"
"서울특별시 강남구 신사동(1168051000)","7,301","7,301","444","760","940","929","1,169","1,252","837","618","319","33","0","8,451","8,451","420","792","1,090","1,158","1,484","1,304","996","796","338","70","3"
"서울특별시 강남구 논현1동(1168052100)","10,352","10,352","305","385","1,916","2,596","1,837","1,437","990","631","225","29","1","11,652","11,652","319","437","2,468","2,816","1,936","1,391","1,190","743","289","57","6"
"서울특별시 강남구 논현2동(1168053100)","9,734","9,734","511","643","1,486","1,904","1,778","1,474","987","689","239","22","1","11,092","11,092","484","625","1,809","2,243","1,971","1,542","1,231","818","304","62","3"
"서울특별시 강남구 압구정동(1168054500)","12,065","12,065","958","1,307","1,347","1,269","1,978","2,082","1,435","1,124","507","58","0","13,999","13,999","1,001","1,385","1,553","1,675","2,450","2,171","1,772","1,315","563","108","6"
"서울특별시 강남구 청담동(1168056500)","11,882","11,882","1,057","1,175","1,541","1,664","2,056","1,883","1,381","793","306","25","1","13,564","13,564","827","1,080","1,880","2,253","2,471","2,101","1,611","916","337","85","3"
"서울특별시 강남구 삼성1동(1168058000)","6,235","6,235","386","702","892","857","949","1,028","762","473","170","15","1","6,489","6,489","377","515","793","933","1,120","1,104","895","520","186","43","3"
"서울특별시 강남구 삼성2동(1168059000)","14,817","14,817","1,168","2,006","1,852","2,115","2,869","2,449","1,215","806","319","18","0","16,120","16,120","1,055","1,627","2,035","2,721","3,497","2,352","1,417","1,006","343","64","3"
"서울특별시 강남구 대치1동(1168060000)","11,994","11,994","870","2,975","1,209","548","2,315","2,272","982","600","204","18","1","11,919","11,919","757","2,315","1,144","802","3,133","1,849","1,093","576","189","56","5"
"서울특별시 강남구 대치2동(1168061000)","18,562","18,562","1,126","3,599","2,323","1,480","2,953","3,350","2,201","1,194","311","25","0","18,188","18,188","956","2,509","1,997","1,757","3,956","3,113","2,305","1,183","334","76","2"
"서울특별시 강남구 대치4동(1168063000)","9,216","9,216","329","1,267","1,560","1,476","1,616","1,639","706","444","169","10","0","10,222","10,222","313","1,069","1,701","1,666","2,208","1,622","855","579","174","33","2"
"서울특별시 강남구 역삼1동(1168064000)","17,062","17,062","440","699","3,111","4,857","3,165","2,217","1,480","746","331","16","0","18,056","18,056","446","687","4,173","4,920","3,043","1,968","1,543","871","333","65","7"
"서울특별시 강남구 역삼2동(1168065000)","17,110","17,110","1,208","2,638","1,887","2,151","3,883","2,979","1,209","827","309","19","0","19,432","19,432","1,270","3,007","2,560","2,583","4,675","2,485","1,443","1,023","317","64","5"
"서울특별시 강남구 도곡1동(1168065500)","10,112","10,112","798","1,111","1,284","1,319","1,757","1,717","1,245","640","212","29","0","11,223","11,223","829","1,295","1,412","1,635","1,998","1,696","1,351","667","289","49","2"
"서울특별시 강남구 도곡2동(1168065600)","15,305","15,305","1,313","2,129","1,670","1,327","2,707","2,802","1,735","1,130","450","41","1","17,609","17,609","1,278","2,629","1,992","1,858","3,525","2,783","1,891","1,135","418","99","1"
"서울특별시 강남구 개포1동(1168066000)","3,405","3,405","227","342","367","320","488","551","588","385","125","12","0","3,596","3,596","205","341","365","377","537","570","645","375","139","37","5"
"서울특별시 강남구 개포2동(1168067000)","13,630","13,630","1,212","1,774","1,757","1,467","2,224","2,447","1,677","862","194","15","1","14,461","14,461","1,105","1,787","1,711","1,767","2,647","2,489","1,823","800","256","75","1"
"서울특별시 강남구 개포4동(1168069000)","11,398","11,398","828","1,106","1,607","1,694","1,860","1,940","1,467","684","192","20","0","12,198","12,198","769","1,159","1,568","1,846","2,070","2,045","1,674","750","251","62","4"
"서울특별시 강남구 세곡동(1168070000)","20,361","20,361","1,794","2,415","2,345","2,796","3,777","3,000","2,340","1,347","479","63","5","22,800","22,800","1,792","2,426","2,727","3,270","4,068","3,133","2,878","1,451","839","210","6"
"서울특별시 강남구 일원본동(1168072000)","11,421","11,421","1,064","1,907","1,260","1,241","1,960","1,792","1,396","619","160","22","0","11,666","11,666","858","1,367","1,121","1,414","2,393","1,911","1,613","633","256","96","4"
"서울특별시 강남구 일원1동(1168073000)","7,301","7,301","325","596","1,038","1,137","1,067","1,105","1,143","672","194","21","3","7,692","7,692","331","447","1,035","1,063","994","1,194","1,409","761","365","89","4"
"서울특별시 강남구 일원2동(1168074000)","8,467","8,467","615","1,068","964","1,171","1,449","1,259","1,080","678","165","17","1","9,040","9,040","575","626","817","1,257","1,589","1,322","1,488","958","343","60","5"
"서울특별시 강남구 수서동(1168075000)","6,603","6,603","294","271","696","1,017","852","913","1,407","864","253","34","2","7,975","7,975","299","271","600","1,033","783","1,131","1,940","1,278","514","122","4"
"서울특별시 송파구 (1171000000)","319,397","319,397","24,594","29,727","42,572","50,621","52,598","49,771","41,411","20,980","6,467","641","15","343,564","343,564","23,219","28,429","46,852","55,756","55,959","52,924","46,872","22,217","9,284","1,971","81"
"서울특별시 송파구 풍납1동(1171051000)","6,219","6,219","335","410","777","904","913","1,039","1,083","545","191","21","1","6,425","6,425","265","367","705","827","890","1,112","1,286","642","289","41","1"
"서울특별시 송파구 풍납2동(1171052000)","11,651","11,651","911","991","1,594","1,837","1,915","1,751","1,565","811","254","22","0","12,922","12,922","863","950","2,051","2,084","2,016","1,871","1,754","887","373","72","1"
"서울특별시 송파구 거여1동(1171053100)","6,197","6,197","282","448","924","883","853","1,129","971","520","173","13","1","6,140","6,140","242","444","821","789","864","1,107","1,029","540","252","50","2"
"서울특별시 송파구 거여2동(1171053200)","11,483","11,483","985","948","1,343","1,781","1,833","1,902","1,566","850","257","17","1","11,927","11,927","939","845","1,290","1,759","1,833","2,018","1,774","952","422","90","5"
"서울특별시 송파구 마천1동(1171054000)","9,570","9,570","416","780","1,166","1,115","1,346","1,845","1,680","896","290","36","0","9,176","9,176","363","721","1,057","937","1,219","1,671","1,623","1,009","502","73","1"
"서울특별시 송파구 마천2동(1171055000)","9,351","9,351","340","624","1,248","1,173","1,331","1,766","1,736","800","317","16","0","8,981","8,981","361","593","994","937","1,209","1,656","1,757","957","439","78","0"
"서울특별시 송파구 방이1동(1171056100)","7,485","7,485","484","759","1,157","1,103","1,125","1,243","974","475","149","16","0","8,025","8,025","481","752","1,112","1,140","1,304","1,414","1,093","441","232","51","5"
"서울특별시 송파구 방이2동(1171056200)","12,134","12,134","590","618","2,057","2,930","1,862","1,629","1,453","729","247","19","0","14,143","14,143","480","541","3,156","3,311","1,830","1,881","1,764","827","305","47","1"
"서울특별시 송파구 오륜동(1171056600)","8,717","8,717","586","1,392","1,096","679","1,339","1,546","1,215","688","156","20","0","9,154","9,154","525","1,175","942","931","1,730","1,589","1,432","546","208","73","3"
"서울특별시 송파구 오금동(1171057000)","18,495","18,495","1,322","1,624","2,626","2,650","2,643","3,077","2,793","1,322","393","43","2","19,626","19,626","1,228","1,389","2,428","2,711","2,870","3,607","3,143","1,372","689","181","8"
"서울특별시 송파구 송파1동(1171058000)","11,135","11,135","547","605","1,886","2,646","1,599","1,463","1,404","706","262","17","0","12,647","12,647","520","649","2,398","2,658","1,805","1,795","1,660","813","296","53","0"
"서울특별시 송파구 송파2동(1171059000)","9,173","9,173","738","885","1,177","1,305","1,461","1,509","1,262","641","173","22","0","9,884","9,884","695","909","1,351","1,420","1,567","1,585","1,457","583","250","64","3"
"서울특별시 송파구 석촌동(1171060000)","14,947","14,947","687","885","2,444","3,216","2,332","2,264","1,832","937","322","27","1","16,444","16,444","681","877","2,894","3,521","2,407","2,354","2,159","1,098","380","67","6"
"서울특별시 송파구 삼전동(1171061000)","13,988","13,988","678","966","2,247","3,012","2,365","1,992","1,634","853","221","19","1","15,908","15,908","640","927","2,759","3,283","2,538","2,268","2,065","937","405","84","2"
"서울특별시 송파구 가락본동(1171062000)","12,858","12,858","798","859","1,879","2,284","1,865","2,175","1,904","797","264","32","1","13,080","13,080","737","840","1,942","2,238","1,841","2,303","1,923","833","357","64","2"
"서울특별시 송파구 가락1동(1171063100)","13,291","13,291","1,619","1,202","1,458","2,233","2,262","1,831","1,705","811","155","15","0","14,141","14,141","1,456","1,222","1,495","2,577","2,368","2,052","1,923","776","212","56","4"
"서울특별시 송파구 가락2동(1171063200)","15,487","15,487","1,164","1,761","2,110","2,220","2,579","2,475","1,998","870","278","31","1","16,156","16,156","1,097","1,534","2,154","2,388","2,745","2,602","2,269","872","408","82","5"
"서울특별시 송파구 문정1동(1171064100)","9,836","9,836","625","748","1,501","1,725","1,405","1,513","1,488","630","183","18","0","10,065","10,065","593","677","1,485","1,646","1,424","1,718","1,576","622","262","60","2"
"서울특별시 송파구 문정2동(1171064200)","13,148","13,148","756","711","1,889","3,188","2,154","1,694","1,506","877","322","49","2","15,591","15,591","766","705","3,010","3,976","2,311","1,817","1,717","827","380","81","1"
"서울특별시 송파구 장지동(1171064600)","14,097","14,097","1,097","1,302","1,951","2,255","2,237","2,201","1,897","882","248","27","0","15,096","15,096","1,072","1,209","1,883","2,266","2,327","2,572","2,178","995","469","118","7"
"서울특별시 송파구 위례동(1171064700)","21,400","21,400","3,548","2,924","2,018","3,268","4,452","2,771","1,567","681","160","11","0","22,484","22,484","3,380","2,837","2,101","3,881","4,485","2,778","1,831","751","333","104","3"
"서울특별시 송파구 잠실본동(1171065000)","13,332","13,332","565","805","2,238","2,996","2,129","1,927","1,639","781","228","23","1","14,543","14,543","563","806","2,706","3,053","2,173","2,085","1,881","883","333","56","4"
"서울특별시 송파구 잠실2동(1171067000)","16,652","16,652","1,823","2,897","1,539","1,328","3,752","2,860","1,369","823","245","16","0","18,240","18,240","1,742","2,854","1,738","2,049","4,433","2,457","1,628","960","320","56","3"
"서울특별시 송파구 잠실3동(1171068000)","16,245","16,245","1,479","2,019","1,801","1,555","2,869","2,638","2,141","1,348","363","31","1","17,894","17,894","1,378","1,998","1,875","2,153","3,277","2,742","2,548","1,393","431","97","2"
"서울특별시 송파구 잠실4동(1171069000)","10,194","10,194","1,265","1,329","932","1,041","2,111","1,526","1,158","631","184","17","0","11,037","11,037","1,215","1,217","947","1,539","2,281","1,550","1,350","629","249","57","3"
"서울특별시 송파구 잠실6동(1171071000)","7,894","7,894","677","853","919","893","1,295","1,226","1,175","599","217","38","2","8,759","8,759","664","849","954","1,143","1,489","1,436","1,285","605","273","57","4"
"서울특별시 송파구 잠실7동(1171072000)","4,418","4,418","277","382","595","401","571","779","696","477","215","25","0","5,076","5,076","273","542","604","539","723","884","767","467","215","59","3"
"서울특별시 강동구 (1174000000)","226,158","226,158","17,348","20,407","28,849","34,552","37,426","35,155","31,514","15,754","4,737","395","21","235,472","235,472","16,032","18,331","30,493","35,302","37,569","36,423","35,565","17,117","7,100","1,483","57"
"서울특별시 강동구 강일동(1174051500)","15,837","15,837","1,592","1,826","1,813","2,113","2,657","2,267","2,083","1,104","340","41","1","17,149","17,149","1,413","1,743","1,756","2,360","2,755","2,499","2,690","1,217","591","120","5"
"서울특별시 강동구 상일제1동(1174052500)","19,149","19,149","2,492","2,174","1,902","2,524","3,789","2,671","2,402","976","202","16","1","19,731","19,731","2,375","2,060","1,843","2,999","3,774","2,811","2,588","884","310","83","4"
"서울특별시 강동구 상일제2동(1174052600)","5,485","5,485","528","722","744","773","852","827","556","339","126","17","1","6,207","6,207","533","666","924","876","912","876","720","428","212","58","2"
"서울특별시 강동구 명일제1동(1174053000)","12,505","12,505","1,084","1,300","1,480","1,898","2,008","1,949","1,696","836","235","18","1","13,213","13,213","1,046","1,122","1,437","1,971","2,219","2,033","2,026","905","353","100","1"
"서울특별시 강동구 명일제2동(1174054000)","8,487","8,487","550","1,326","1,067","921","1,370","1,320","1,203","585","127","17","1","8,894","8,894","531","1,103","1,142","992","1,688","1,337","1,338","486","205","70","2"
"서울특별시 강동구 고덕제1동(1174055000)","12,113","12,113","1,310","2,030","1,123","1,243","2,534","1,771","1,351","560","166","25","0","11,718","11,718","1,145","1,537","942","1,430","2,645","1,645","1,424","592","265","90","3"
"서울특별시 강동구 고덕제2동(1174056000)","11,305","11,305","1,325","1,099","1,150","1,729","2,103","1,632","1,437","627","185","17","1","11,145","11,145","1,194","991","1,048","1,894","1,990","1,609","1,534","602","232","50","1"
"서울특별시 강동구 암사제1동(1174057000)","16,951","16,951","944","1,263","2,403","2,529","2,748","2,887","2,473","1,265","407","31","1","17,274","17,274","957","1,238","2,210","2,305","2,604","2,986","2,684","1,552","617","118","3"
"서울특별시 강동구 암사제2동(1174058000)","7,313","7,313","669","523","868","1,334","1,191","1,088","923","536","173","6","2","7,807","7,807","615","515","955","1,408","1,207","1,155","1,093","587","228","43","1"
"서울특별시 강동구 암사제3동(1174059000)","8,609","8,609","879","1,005","946","1,011","1,575","1,288","1,133","582","175","12","3","8,968","8,968","835","919","910","1,197","1,626","1,377","1,260","567","226","50","1"
"서울특별시 강동구 천호제1동(1174060000)","13,062","13,062","645","855","1,761","2,087","2,016","2,114","2,152","1,063","353","16","0","13,526","13,526","637","794","1,754","1,878","1,894","2,292","2,400","1,258","507","108","4"
"서울특별시 강동구 천호제2동(1174061000)","16,161","16,161","822","857","2,220","3,056","2,470","2,655","2,399","1,263","391","28","0","16,821","16,821","721","804","2,629","2,988","2,321","2,633","2,594","1,422","607","100","2"
"서울특별시 강동구 천호제3동(1174062000)","12,754","12,754","648","604","1,884","2,396","1,861","2,081","1,971","980","308","19","2","13,548","13,548","571","552","2,552","2,491","1,767","1,958","1,998","1,099","478","77","5"
"서울특별시 강동구 성내제1동(1174064000)","9,569","9,569","776","820","1,297","1,501","1,615","1,417","1,244","659","222","17","1","10,344","10,344","677","838","1,373","1,629","1,679","1,596","1,460","750","290","50","2"
"서울특별시 강동구 성내제2동(1174065000)","11,419","11,419","499","542","1,642","2,138","1,698","1,856","1,751","946","322","23","2","11,780","11,780","449","524","2,048","1,975","1,554","1,781","1,917","1,024","440","63","5"
"서울특별시 강동구 성내제3동(1174066000)","11,217","11,217","588","964","1,767","1,730","1,706","1,873","1,493","824","254","16","2","11,724","11,724","529","687","1,707","1,640","1,825","2,056","1,883","937","395","61","4"
"서울특별시 강동구 길동(1174068500)","22,176","22,176","1,170","1,460","3,134","3,766","3,441","3,505","3,419","1,744","493","42","2","23,166","23,166","1,048","1,305","3,617","3,508","3,301","3,677","3,928","1,891","732","152","7"
"서울특별시 강동구 둔촌제1동(1174069000)","74","74","2","3","9","7","11","11","16","8","5","2","0","58","58","1","3","5","7","14","8","11","6","0","2","1"
"서울특별시 강동구 둔촌제2동(1174070000)","11,972","11,972","825","1,034","1,639","1,796","1,781","1,943","1,812","857","253","32","0","12,399","12,399","755","930","1,641","1,754","1,794","2,094","2,017","910","412","88","4"
"부산광역시  (2600000000)","1,630,944","1,630,944","109,305","136,544","210,154","205,618","252,266","268,646","259,685","137,570","47,630","3,441","85","1,705,793","1,705,793","103,877","128,839","195,957","195,083","247,616","281,644","291,430","167,019","81,466","12,512","350"
"부산광역시 중구 (2611000000)","19,695","19,695","566","911","2,815","2,399","2,757","3,446","3,746","2,172","799","83","1","20,760","20,760","503","918","3,086","2,089","2,245","3,232","4,131","2,848","1,459","242","7"
"부산광역시 중구 중앙동(2611051000)","1,500","1,500","18","31","356","344","207","211","198","94","39","2","0","1,674","1,674","15","25","606","359","163","162","179","100","50","14","1"
"부산광역시 중구 동광동(2611052000)","1,329","1,329","28","36","142","134","171","239","290","205","77","6","1","1,264","1,264","28","48","124","97","116","212","277","220","120","22","0"
"부산광역시 중구 대청동(2611053000)","2,892","2,892","83","155","432","330","430","492","557","291","110","12","0","3,290","3,290","78","183","477","293","388","511","650","445","206","58","1"
"부산광역시 중구 보수동(2611054500)","5,071","5,071","168","264","727","586","725","887","959","516","217","22","0","5,438","5,438","165","260","773","541","601","874","1,077","706","386","53","2"
"부산광역시 중구 부평동(2611056000)","2,125","2,125","45","102","253","249","300","375","430","286","81","4","0","2,338","2,338","32","85","279","190","251","370","569","351","176","33","2"
"부산광역시 중구 광복동(2611057000)","490","490","11","20","53","42","55","97","123","58","24","7","0","467","467","9","20","33","42","42","85","112","73","43","7","1"
"부산광역시 중구 남포동(2611058000)","519","519","6","12","27","41","60","126","157","74","12","4","0","373","373","3","12","24","24","34","59","111","67","37","2","0"
"부산광역시 중구 영주제1동(2611059000)","2,385","2,385","75","100","430","363","352","383","377","224","70","11","0","2,303","2,303","74","92","426","286","249","332","384","284","157","19","0"
"부산광역시 중구 영주제2동(2611060000)","3,384","3,384","132","191","395","310","457","636","655","424","169","15","0","3,613","3,613","99","193","344","257","401","627","772","602","284","34","0"
"부산광역시 서구 (2614000000)","50,385","50,385","2,684","3,589","6,166","5,283","7,232","8,706","8,993","5,409","2,170","147","6","53,955","53,955","2,427","3,507","6,473","5,035","6,804","8,265","10,199","6,925","3,720","590","10"
"부산광역시 서구 동대신제1동(2614051000)","2,740","2,740","192","188","323","362","424","455","432","248","108","8","0","2,844","2,844","155","177","324","315","363","452","495","325","202","36","0"
"부산광역시 서구 동대신제2동(2614052000)","3,470","3,470","124","231","377","301","473","623","646","458","225","12","0","3,695","3,695","124","236","351","241","450","607","757","561","315","53","0"
"부산광역시 서구 동대신제3동(2614053000)","3,562","3,562","204","242","523","429","508","554","586","346","154","15","1","4,048","4,048","193","270","660","379","511","565","685","491","250","42","2"
"부산광역시 서구 서대신제1동(2614054000)","6,400","6,400","561","546","781","772","1,054","1,008","879","547","231","21","0","7,187","7,187","475","535","851","924","1,078","1,076","1,048","733","402","65","0"
"부산광역시 서구 서대신제3동(2614056000)","3,604","3,604","256","391","395","376","572","592","570","326","115","11","0","4,274","4,274","254","424","459","391","680","689","687","413","233","43","1"
"부산광역시 서구 서대신제4동(2614057000)","3,683","3,683","308","410","433","351","568","605","569","303","124","11","1","3,965","3,965","256","358","389","424","630","639","644","378","205","42","0"
"부산광역시 서구 부민동(2614059000)","3,522","3,522","198","276","652","427","488","542","537","284","110","8","0","3,953","3,953","174","299","815","452","490","527","617","344","198","35","2"
"부산광역시 서구 아미동(2614061500)","3,228","3,228","38","140","354","262","408","624","730","469","188","11","4","3,159","3,159","43","110","349","185","290","448","729","584","369","50","2"
"부산광역시 서구 초장동(2614063000)","2,104","2,104","49","71","211","171","294","406","466","308","120","8","0","2,048","2,048","49","85","164","123","219","296","474","358","247","33","0"
"부산광역시 서구 충무동(2614064000)","4,663","4,663","212","260","630","543","643","829","845","488","204","9","0","5,136","5,136","205","245","791","517","609","779","981","654","314","40","1"
"부산광역시 서구 남부민제1동(2614065000)","2,436","2,436","63","86","205","240","307","477","557","348","143","10","0","2,365","2,365","63","74","188","182","223","365","592","422","219","37","0"
"부산광역시 서구 남부민제2동(2614066000)","4,413","4,413","142","241","431","360","585","865","947","623","209","10","0","4,420","4,420","126","201","348","286","476","692","1,027","822","386","54","2"
"부산광역시 서구 암남동(2614068000)","6,560","6,560","337","507","851","689","908","1,126","1,229","661","239","13","0","6,861","6,861","310","493","784","616","785","1,130","1,463","840","380","60","0"
"부산광역시 동구 (2617000000)","43,010","43,010","2,062","2,466","5,072","5,561","6,220","7,392","7,630","4,662","1,793","145","7","45,077","45,077","1,862","2,314","5,133","5,013","5,347","6,908","8,520","6,110","3,375","478","17"
"부산광역시 동구 초량제1동(2617051000)","2,510","2,510","65","145","371","311","397","455","407","263","91","5","0","2,492","2,492","83","131","344","255","315","369","481","317","178","17","2"
"부산광역시 동구 초량제2동(2617052000)","2,818","2,818","76","125","298","324","394","538","547","363","133","19","1","2,874","2,874","55","119","312","223","302","430","653","485","252","43","0"
"부산광역시 동구 초량제3동(2617053000)","6,305","6,305","662","402","797","1,277","1,053","918","731","339","109","15","2","6,731","6,731","582","369","1,069","1,358","1,011","904","765","405","225","40","3"
"부산광역시 동구 초량제6동(2617055000)","2,827","2,827","69","199","308","247","378","532","541","383","159","11","0","2,977","2,977","69","168","235","198","347","456","611","520","312","60","1"
"부산광역시 동구 수정제1동(2617056000)","1,998","1,998","91","148","251","215","280","352","318","236","104","3","0","2,103","2,103","71","148","201","188","277","309","416","316","151","23","3"
"부산광역시 동구 수정제2동(2617057000)","4,649","4,649","199","275","500","610","621","788","875","564","205","11","1","5,134","5,134","193","255","569","521","571","828","1,015","755","380","46","1"
"부산광역시 동구 수정제4동(2617059000)","1,859","1,859","45","97","185","154","228","365","394","263","116","12","0","1,926","1,926","34","73","146","132","162","288","394","421","243","33","0"
"부산광역시 동구 수정제5동(2617060000)","2,489","2,489","74","168","275","200","339","443","474","376","128","11","1","2,719","2,719","63","158","233","160","297","436","588","473","269","41","1"
"부산광역시 동구 좌천동(2617064500)","5,737","5,737","237","321","755","711","811","929","1,039","642","275","15","2","6,071","6,071","232","313","655","635","683","1,019","1,140","871","469","52","2"
"부산광역시 동구 범일제1동(2617065000)","5,732","5,732","165","269","655","646","766","1,027","1,198","707","276","23","0","5,908","5,908","151","290","583","506","576","937","1,371","876","550","66","2"
"부산광역시 동구 범일제2동(2617066000)","3,983","3,983","194","191","496","579","577","731","742","331","128","14","0","3,979","3,979","172","174","569","551","499","654","726","411","194","29","0"
"부산광역시 동구 범일제5동(2617068000)","2,103","2,103","185","126","181","287","376","314","364","195","69","6","0","2,163","2,163","157","116","217","286","307","278","360","260","152","28","2"
"부산광역시 영도구 (2620000000)","53,890","53,890","2,376","3,551","6,043","5,448","7,472","9,457","10,610","6,455","2,317","159","2","55,505","55,505","2,309","3,384","4,912","4,629","6,842","8,826","11,585","8,253","4,180","567","18"
"부산광역시 영도구 남항동(2620053000)","5,417","5,417","191","247","568","577","730","1,044","1,115","674","255","16","0","5,397","5,397","176","248","495","449","603","815","1,167","897","475","72","0"
"부산광역시 영도구 영선제1동(2620054000)","1,871","1,871","72","114","204","174","252","313","378","259","98","7","0","2,040","2,040","74","116","179","167","233","344","462","302","144","18","1"
"부산광역시 영도구 영선제2동(2620055000)","3,930","3,930","171","260","449","400","482","670","754","522","205","17","0","4,157","4,157","148","238","346","353","478","678","857","688","318","53","0"
"부산광역시 영도구 신선동(2620058500)","4,052","4,052","100","213","373","318","554","803","858","578","246","9","0","4,026","4,026","86","189","298","227","392","591","904","804","474","61","0"
"부산광역시 영도구 봉래제1동(2620059000)","3,292","3,292","160","189","337","352","473","546","685","393","143","14","0","3,333","3,333","134","181","288","285","393","476","759","494","277","43","3"
"부산광역시 영도구 봉래제2동(2620060500)","3,805","3,805","233","254","385","438","601","660","605","436","182","11","0","4,013","4,013","254","252","342","410","557","599","705","587","275","31","1"
"부산광역시 영도구 청학제1동(2620063000)","2,922","2,922","148","198","270","270","460","504","573","360","131","8","0","3,037","3,037","128","184","237","257","392","461","616","488","239","35","0"
"부산광역시 영도구 청학제2동(2620064000)","8,560","8,560","411","688","925","910","1,216","1,506","1,603","965","320","15","1","8,727","8,727","440","614","767","729","1,196","1,449","1,780","1,127","545","77","3"
"부산광역시 영도구 동삼제1동(2620065000)","13,210","13,210","607","1,030","1,730","1,360","1,794","2,248","2,558","1,375","468","40","0","13,847","13,847","633","986","1,403","1,202","1,820","2,387","2,735","1,708","854","114","5"
"부산광역시 영도구 동삼제2동(2620066000)","2,175","2,175","144","122","381","223","340","316","355","223","64","6","1","1,987","1,987","123","128","222","211","279","261","377","259","119","8","0"
"부산광역시 영도구 동삼제3동(2620067000)","4,656","4,656","139","236","421","426","570","847","1,126","670","205","16","0","4,941","4,941","113","248","335","339","499","765","1,223","899","460","55","5"
