"행정구역","2022년06월_남_총인구수","2022년06월_남_연령구간인구수","2022년06월_남_0~9세","2022년06월_남_10~19세","2022년06월_남_20~29세","2022년06월_남_30~39세","2022년06월_남_40~49세","2022년06월_남_50~59세","2022년06월_남_60~69세","2022년06월_남_70~79세","2022년06월_남_80~89세","2022년06월_남_90~99세","2022년06월_남_100세 이상","2022년06월_여_총인구수","2022년06월_여_연령구간인구수","2022년06월_여_0~9세","2022년06월_여_10~19세","2022년06월_여_20~29세","2022년06월_여_30~39세","2022년06월_여_40~49세","2022년06월_여_50~59세","2022년06월_여_60~69세","2022년06월_여_70~79세","2022년06월_여_80~89세","2022년06월_여_90~99세","2022년06월_여_100세 이상"
"강원도 영월군 산솔면(4275031200)","755","755","11","21","38","32","66","179","238","110","55","5","0","651","651","17","24","21","9","37","125","168","133","105","12","0"
"강원도 영월군 김삿갓면(4275032500)","908","908","10","40","55","33","73","195","308","135","55","4","0","829","829","11","37","33","19","76","157","251","125","97","23","0"
"강원도 영월군 북면(4275033000)","1,083","1,083","17","37","66","59","104","232","326","160","73","7","2","980","980","13","51","47","32","58","180","253","179","147","20","0"
"강원도 영월군 남면(4275034000)","1,188","1,188","14","48","72","69","132","236","362","176","71","8","0","1,029","1,029","17","42","42","29","70","160","312","181","148","26","2"
"강원도 영월군 한반도면(4275035500)","660","660","18","24","48","32","60","162","179","89","46","2","0","541","541","22","14","32","31","47","95","149","83","61","7","0"
"강원도 영월군 한반도면쌍용출장소(4275035900)","886","886","25","16","58","67","104","165","232","130","78","10","1","741","741","19","31","42","29","46","105","190","156","106","17","0"
"강원도 영월군 주천면(4275036000)","1,918","1,918","43","113","116","92","167","379","568","281","142","16","1","1,822","1,822","42","84","82","76","120","347","489","282","263","35","2"
"강원도 영월군 무릉도원면(4275038000)","1,066","1,066","17","41","38","46","94","209","350","182","82","7","0","1,006","1,006","15","41","39","43","65","181","328","187","88","18","1"
"강원도 평창군 (4276000000)","21,222","21,222","833","1,441","1,915","1,504","2,726","4,137","5,046","2,458","1,083","77","2","19,928","19,928","847","1,263","1,294","1,268","2,244","3,588","4,588","2,661","1,839","324","12"
"강원도 평창군 평창읍(4276025000)","4,336","4,336","186","347","438","338","538","820","968","477","205","18","1","4,129","4,129","190","331","327","276","482","732","871","492","358","68","2"
"강원도 평창군 미탄면(4276031000)","860","860","14","32","64","32","96","191","259","129","40","3","0","763","763","16","29","32","25","58","142","216","124","100","21","0"
"강원도 평창군 방림면(4276032000)","447","447","12","23","27","18","37","73","152","66","38","1","0","411","411","6","16","14","18","29","83","113","74","49","9","0"
"강원도 평창군 방림면계촌출장소(4276032500)","881","881","23","34","39","44","78","172","297","136","55","3","0","826","826","26","33","38","42","64","153","246","119","83","22","0"
"강원도 평창군 대화면(4276033000)","2,642","2,642","89","160","224","151","320","515","670","327","173","13","0","2,519","2,519","105","141","133","135","258","441","613","362","277","51","3"
"강원도 평창군 봉평면(4276034000)","3,034","3,034","123","225","241","220","411","593","732","342","137","10","0","2,747","2,747","136","192","168","185","347","506","650","322","209","30","2"
"강원도 평창군 용평면(4276035000)","1,568","1,568","58","99","121","71","182","334","420","178","96","9","0","1,519","1,519","52","87","88","80","157","296","367","207","167","18","0"
"강원도 평창군 진부면(4276036000)","4,302","4,302","189","321","411","270","561","834","975","511","216","13","1","4,228","4,228","176","285","290","257","489","739","935","595","382","77","3"
"강원도 평창군 대관령면(4276038000)","3,152","3,152","139","200","350","360","503","605","573","292","123","7","0","2,786","2,786","140","149","204","250","360","496","577","366","214","28","2"
"강원도 정선군 (4277000000)","18,449","18,449","769","1,212","1,509","1,468","2,594","3,751","4,210","2,007","855","71","3","16,885","16,885","749","1,142","1,024","1,146","1,953","2,877","3,728","2,424","1,573","263","6"
"강원도 정선군 정선읍(4277025000)","5,276","5,276","282","490","573","416","777","1,030","977","504","204","21","2","5,005","5,005","275","437","371","397","717","843","878","619","383","82","3"
"강원도 정선군 고한읍(4277025300)","2,290","2,290","131","106","155","362","417","421","393","235","67","3","0","2,044","2,044","130","117","129","260","272","286","422","292","123","13","0"
"강원도 정선군 사북읍(4277025600)","2,420","2,420","127","184","199","217","399","490","511","211","81","1","0","2,191","2,191","118","184","147","169","328","389","473","246","119","17","1"
"강원도 정선군 신동읍(4277025900)","945","945","26","53","78","53","113","209","253","100","56","4","0","843","843","30","56","41","32","73","148","194","158","104","7","0"
"강원도 정선군 신동읍함백출장소(4277026000)","803","803","19","52","64","55","96","176","213","86","36","5","1","791","791","21","48","50","27","63","125","191","151","104","11","0"
"강원도 정선군 남면(4277032000)","1,671","1,671","61","91","113","132","261","328","434","183","63","5","0","1,482","1,482","57","91","66","91","171","258","386","207","134","20","1"
"강원도 정선군 북평면(4277034000)","1,274","1,274","40","84","99","69","152","263","290","182","87","8","0","1,218","1,218","36","84","49","55","127","216","280","183","150","38","0"
"강원도 정선군 임계면(4277035000)","1,834","1,834","35","65","96","91","171","406","556","252","150","12","0","1,633","1,633","43","65","74","52","93","312","435","277","245","37","0"
"강원도 정선군 화암면(4277036000)","897","897","22","44","65","31","86","231","268","95","50","5","0","741","741","23","30","38","28","54","146","201","118","90","13","0"
"강원도 정선군 여량면(4277037000)","1,039","1,039","26","43","67","42","122","197","315","159","61","7","0","937","937","16","30","59","35","55","154","268","173","121","25","1"
"강원도 철원군 (4278000000)","22,160","22,160","1,532","1,817","3,215","2,486","2,815","3,644","3,691","1,969","892","98","1","20,629","20,629","1,515","1,654","1,782","1,987","2,537","3,190","3,613","2,466","1,605","270","10"
"강원도 철원군 철원읍(4278025000)","2,645","2,645","194","247","316","324","328","461","413","244","104","14","0","2,579","2,579","214","199","227","273","296","390","425","324","202","28","1"
"강원도 철원군 김화읍(4278025300)","1,806","1,806","168","136","288","260","206","237","284","138","79","10","0","1,583","1,583","150","117","142","208","154","198","251","199","138","26","0"
"강원도 철원군 갈말읍(4278025600)","6,296","6,296","388","504","969","695","806","1,041","1,081","540","250","21","1","5,501","5,501","367","428","465","514","743","924","973","648","367","70","2"
"강원도 철원군 동송읍(4278025900)","7,420","7,420","503","667","970","771","998","1,287","1,243","666","282","33","0","7,306","7,306","541","673","633","650","956","1,133","1,275","794","563","85","3"
"강원도 철원군 서면(4278031000)","1,003","1,003","71","53","243","148","93","121","136","92","41","5","0","806","806","76","27","89","89","70","98","143","116","85","13","0"
"강원도 철원군 서면와수출장소(4278031500)","1,818","1,818","118","148","261","151","274","324","305","153","73","11","0","1,789","1,789","96","153","146","143","240","284","329","219","145","32","2"
"강원도 철원군 근남면(4278032000)","1,122","1,122","90","60","167","135","105","161","222","125","53","4","0","1,009","1,009","71","56","80","110","74","157","204","148","92","15","2"
"강원도 철원군 근북면(4278033000)","50","50","0","2","1","2","5","12","7","11","10","0","0","56","56","0","1","0","0","4","6","13","18","13","1","0"
"강원도 화천군 (4279000000)","12,948","12,948","864","843","2,299","1,606","1,411","2,010","2,318","1,006","532","53","6","11,013","11,013","797","836","1,099","1,111","1,190","1,696","1,910","1,199","1,007","163","5"
"강원도 화천군 화천읍(4279025000)","4,266","4,266","349","375","644","542","566","666","665","292","149","16","2","3,958","3,958","313","346","438","430","520","586","563","400","318","42","2"
"강원도 화천군 간동면(4279031000)","1,417","1,417","26","61","153","81","108","316","394","177","89","11","1","1,248","1,248","21","66","70","50","99","247","295","202","159","38","1"
"강원도 화천군 하남면(4279032000)","1,509","1,509","71","124","146","114","193","296","331","146","80","7","1","1,356","1,356","64","121","109","110","153","229","260","148","142","20","0"
"강원도 화천군 상서면(4279033000)","2,410","2,410","117","69","789","359","177","270","379","151","92","6","1","1,578","1,578","126","89","187","161","122","207","295","187","177","25","2"
"강원도 화천군 사내면(4279034000)","3,346","3,346","301","214","567","510","367","462","549","240","122","13","1","2,873","2,873","273","214","295","360","296","427","497","262","211","38","0"
"강원도 양구군 (4280000000)","11,327","11,327","783","965","1,800","1,351","1,287","1,774","1,984","888","451","41","3","10,280","10,280","809","985","941","1,056","1,130","1,578","1,728","1,071","845","135","2"
"강원도 양구군 양구읍(4280025000)","6,950","6,950","638","755","954","982","929","1,034","1,008","424","204","20","2","6,794","6,794","693","807","666","848","876","976","935","529","410","53","1"
"강원도 양구군 국토정중앙면(4280031500)","1,863","1,863","56","93","340","150","159","324","425","201","108","6","1","1,469","1,469","42","82","85","84","109","249","358","232","188","39","1"
"강원도 양구군 동면(4280032000)","1,126","1,126","51","44","253","120","79","178","218","115","60","8","0","909","909","45","37","108","63","65","148","181","135","103","24","0"
"강원도 양구군 방산면(4280033000)","713","713","22","36","188","52","50","97","155","67","41","5","0","537","537","19","27","43","34","31","91","128","76","79","9","0"
"강원도 양구군 해안면(4280034000)","675","675","16","37","65","47","70","141","178","81","38","2","0","571","571","10","32","39","27","49","114","126","99","65","10","0"
"강원도 인제군 (4281000000)","17,493","17,493","1,239","1,188","2,777","2,277","2,210","2,701","3,128","1,317","588","63","5","14,684","14,684","1,205","1,083","1,317","1,639","1,787","2,346","2,647","1,420","1,043","195","2"
"강원도 인제군 인제읍(4281025000)","5,417","5,417","483","481","745","756","805","823","796","362","147","17","2","4,900","4,900","488","421","480","611","715","740","741","391","263","49","1"
"강원도 인제군 인제읍귀둔출장소(4281025100)","265","265","4","15","14","17","29","69","61","39","15","2","0","241","241","9","13","10","11","22","50","60","40","24","2","0"
"강원도 인제군 남면(4281031000)","2,068","2,068","119","112","328","310","228","313","406","171","74","7","0","1,727","1,727","130","118","157","185","165","248","370","165","158","30","1"
"강원도 인제군 북면(4281032000)","4,312","4,312","272","313","628","450","558","753","846","306","167","16","3","3,658","3,658","240","285","326","345","450","648","661","375","281","47","0"
"강원도 인제군 기린면(4281033000)","2,716","2,716","188","160","370","375","333","400","567","214","99","10","0","2,274","2,274","176","152","175","264","274","370","442","218","161","42","0"
"강원도 인제군 서화면(4281034000)","1,547","1,547","113","60","428","251","145","173","217","106","49","5","0","1,025","1,025","98","57","100","144","87","136","191","115","80","17","0"
"강원도 인제군 상남면(4281035000)","1,168","1,168","60","47","264","118","112","170","235","119","37","6","0","859","859","64","37","69","79","74","154","182","116","76","8","0"
"강원도 고성군 (4282000000)","14,098","14,098","680","853","1,693","1,326","1,675","2,620","2,970","1,484","715","80","2","13,233","13,233","665","728","941","1,038","1,373","2,167","2,803","1,914","1,347","251","6"
"강원도 고성군 간성읍(4282025000)","3,759","3,759","295","295","578","473","468","607","596","289","137","21","0","3,335","3,335","287","238","327","365","401","501","551","346","281","37","1"
"강원도 고성군 거진읍(4282025300)","2,958","2,958","80","159","298","170","297","615","716","393","207","22","1","2,987","2,987","73","160","150","136","263","464","706","551","391","92","1"
"강원도 고성군 현내면(4282031000)","1,122","1,122","32","51","73","67","123","209","329","158","73","7","0","1,172","1,172","29","38","50","62","72","170","313","238","165","35","0"
"강원도 고성군 죽왕면(4282032000)","1,765","1,765","38","89","181","146","200","327","429","224","120","11","0","1,668","1,668","55","70","120","95","140","280","401","256","215","34","2"
"강원도 고성군 토성면(4282033000)","4,494","4,494","235","259","563","470","587","862","900","420","178","19","1","4,071","4,071","221","222","294","380","497","752","832","523","295","53","2"
"강원도 양양군 (4283000000)","14,233","14,233","619","922","1,335","1,194","1,889","2,649","3,061","1,708","791","63","2","13,666","13,666","586","810","912","993","1,568","2,310","2,930","1,973","1,304","272","8"
"강원도 양양군 양양읍(4283025000)","6,419","6,419","402","577","713","603","994","1,154","1,103","602","246","23","2","6,244","6,244","376","512","467","581","952","1,044","1,125","666","425","93","3"
